,LOC,MEAS,EQPT,TEST_FLOW,IND_STEP,DPN,CAP,HEADS,DISCS,2025_FW1,2025_FW2,2025_FW3,2025_FW4,2025_FW5,2025_FW6,2025_FW7,2025_FW8,2025_FW9,2025_FW10,2025_FW11,2025_FW12,2025_FW13
118,WUX,YD,GEMINI_IO,GG,CRT2,CIMARRONBPSAS,8000,8,4,1.064987028508773,1.064987028508773,1.064987028508773,1.064987028508773,1.064987028508773,1.064987028508773,1.064987028508773,1.064987028508773,1.064987028508773,1.064987028508773,1.064987028508773,1.064987028508773,1.064987028508773
119,WUX,YD,GEMINI_IO,GG,FIN2,CIMARRONBPSAS,8000,8,4,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974
120,WUX,YD,GEMINI_IO,GG,SCOPY,CIMARRONBPSAS,10000,10,5,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974
121,WUX,YD,GEMINI_IO,GG,PRE2,CIMARRONBPSAS,10000,10,5,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968
122,WUX,YD,GEMINI_IO,GG,CAL2,CIMARRONBPSAS,10000,10,5,0.942,0.942,0.95,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954
123,WUX,YD,GEMINI_IO,GG,FNC2,CIMARRONBPSAS,10000,10,5,0.9278,0.9278,0.9278,0.9358,0.9358,0.9358,0.9358,0.9358,0.9358,0.9358,0.9358,0.9358,0.9358
124,WUX,YD,GEMINI_IO,GG,CRT2,CIMARRONBPSAS,10000,10,5,1.057277660416911,1.057277660416911,1.048839894283685,1.034653113019236,1.034653113019236,1.034653113019236,1.034653113019236,1.034653113019236,1.034653113019236,1.034653113019236,1.034653113019236,1.034653113019236,1.034653113019236
125,WUX,YD,GEMINI_IO,GG,FIN2,CIMARRONBPSAS,10000,10,5,0.974,0.974,0.974,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976
126,WUX,TT,GEMINI_SP,GG,SCOPY,CIMARRONBPSATA,1000,2,2,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
127,WUX,TT,GEMINI_SP,GG,PRE2,CIMARRONBPSATA,1000,2,2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
128,WUX,TT,GEMINI_SP,GG,CAL2,CIMARRONBPSATA,1000,2,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
129,WUX,TT,GEMINI_SP,GG,FNC2,CIMARRONBPSATA,1000,2,2,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
130,WUX,TT,GEMINI_SP,GG,SPSC2,CIMARRONBPSATA,1000,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
131,WUX,TT,SPIO,GG,CRT2,CIMARRONBPSATA,1000,2,2,7.496,11.731,12.0,6.9944,6.8229,8.0076,8.908,8.1767,8.5827,7.9793,9.3077,5.3931,6.4957
132,WUX,TT,SPIO,GG,FIN2,CIMARRONBPSATA,1000,2,2,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
133,WUX,TT,SPIO,GG,MQM2,CIMARRONBPSATA,1000,2,2,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39
134,WUX,TT,GEMINI_SP,GG,SCOPY,CIMARRONBPSATA,2000,3,2,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
135,WUX,TT,GEMINI_SP,GG,PRE2,CIMARRONBPSATA,2000,3,2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
136,WUX,TT,GEMINI_SP,GG,CAL2,CIMARRONBPSATA,2000,3,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
137,WUX,TT,GEMINI_SP,GG,FNC2,CIMARRONBPSATA,2000,3,2,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
138,WUX,TT,GEMINI_SP,GG,SPSC2,CIMARRONBPSATA,2000,3,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
139,WUX,TT,SPIO,GG,CRT2,CIMARRONBPSATA,2000,3,2,7.496,11.731,12.0,6.9944,6.8229,8.0076,8.908,8.1767,8.5827,7.9793,9.3077,5.3931,6.4957
140,WUX,TT,SPIO,GG,FIN2,CIMARRONBPSATA,2000,3,2,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
141,WUX,TT,SPIO,GG,MQM2,CIMARRONBPSATA,2000,3,2,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39
142,WUX,TT,GEMINI_SP,GG,SCOPY,CIMARRONBPSATA,4000,4,2,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
143,WUX,TT,GEMINI_SP,GG,PRE2,CIMARRONBPSATA,4000,4,2,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
144,WUX,TT,GEMINI_SP,GG,CAL2,CIMARRONBPSATA,4000,4,2,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
145,WUX,TT,GEMINI_SP,GG,FNC2,CIMARRONBPSATA,4000,4,2,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
146,WUX,TT,GEMINI_SP,GG,SPSC2,CIMARRONBPSATA,4000,4,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
147,WUX,TT,SPIO,GG,CRT2,CIMARRONBPSATA,4000,4,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
148,WUX,TT,SPIO,GG,FIN2,CIMARRONBPSATA,4000,4,2,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
149,WUX,TT,SPIO,GG,MQM2,CIMARRONBPSATA,4000,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,WUX,TT,GEMINI_SP,GG,SCOPY,CIMARRONBPSATA,4000,5,3,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
151,WUX,TT,GEMINI_SP,GG,PRE2,CIMARRONBPSATA,4000,5,3,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
152,WUX,TT,GEMINI_SP,GG,CAL2,CIMARRONBPSATA,4000,5,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
153,WUX,TT,GEMINI_SP,GG,FNC2,CIMARRONBPSATA,4000,5,3,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
154,WUX,TT,GEMINI_SP,GG,SPSC2,CIMARRONBPSATA,4000,5,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
155,WUX,TT,SPIO,GG,CRT2,CIMARRONBPSATA,4000,5,3,13.0,14.0,14.0,11.0,11.0,11.0,12.0,11.0,10.0,13.0,10.0,7.0,13.0
156,WUX,TT,SPIO,GG,FIN2,CIMARRONBPSATA,4000,5,3,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
157,WUX,TT,SPIO,GG,MQM2,CIMARRONBPSATA,4000,5,3,2.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,4.0,7.0,1.0
158,WUX,TT,GEMINI_SP,GG,SCOPY,CIMARRONBPSATA,4000,6,3,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
159,WUX,TT,GEMINI_SP,GG,PRE2,CIMARRONBPSATA,4000,6,3,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
160,WUX,TT,GEMINI_SP,GG,CAL2,CIMARRONBPSATA,4000,6,3,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
161,WUX,TT,GEMINI_SP,GG,FNC2,CIMARRONBPSATA,4000,6,3,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5
162,WUX,TT,GEMINI_SP,GG,SPSC2,CIMARRONBPSATA,4000,6,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
163,WUX,TT,SPIO,GG,CRT2,CIMARRONBPSATA,4000,6,3,17.424,21.719,12.958,11.018,14.535,11.189,15.89,11.872,9.0929,9.3482,10.733,8.1413,9.8478
164,WUX,TT,SPIO,GG,FIN2,CIMARRONBPSATA,4000,6,3,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
165,WUX,TT,SPIO,GG,MQM2,CIMARRONBPSATA,4000,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
166,WUX,TT,GEMINI_SP,GG,SCOPY,CIMARRONBPSATA,6000,6,3,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
167,WUX,TT,GEMINI_SP,GG,PRE2,CIMARRONBPSATA,6000,6,3,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
168,WUX,TT,GEMINI_SP,GG,CAL2,CIMARRONBPSATA,6000,6,3,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
169,WUX,TT,GEMINI_SP,GG,FNC2,CIMARRONBPSATA,6000,6,3,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5
170,WUX,TT,GEMINI_SP,GG,SPSC2,CIMARRONBPSATA,6000,6,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
171,WUX,TT,SPIO,GG,CRT2,CIMARRONBPSATA,6000,6,3,17.424,21.719,12.958,11.018,14.535,11.189,15.89,11.872,9.0929,9.3482,10.733,8.1413,9.8478
172,WUX,TT,SPIO,GG,FIN2,CIMARRONBPSATA,6000,6,3,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
173,WUX,TT,SPIO,GG,MQM2,CIMARRONBPSATA,6000,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
174,WUX,TT,GEMINI_SP,GG,SCOPY,CIMARRONBPSATA,6000,8,4,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0
175,WUX,TT,GEMINI_SP,GG,PRE2,CIMARRONBPSATA,6000,8,4,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
176,WUX,TT,GEMINI_SP,GG,CAL2,CIMARRONBPSATA,6000,8,4,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5
177,WUX,TT,GEMINI_SP,GG,FNC2,CIMARRONBPSATA,6000,8,4,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
178,WUX,TT,GEMINI_SP,GG,SPSC2,CIMARRONBPSATA,6000,8,4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
179,WUX,TT,SPIO,GG,CRT2,CIMARRONBPSATA,6000,8,4,17.282,15.288,11.519,12.072,14.107,12.759,14.875,12.454,10.739,11.107,11.335,12.629,15.512
180,WUX,TT,SPIO,GG,FIN2,CIMARRONBPSATA,6000,8,4,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
181,WUX,TT,SPIO,GG,MQM2,CIMARRONBPSATA,6000,8,4,0.0,0.0,4.0,3.0,0.0,3.0,0.0,3.0,4.0,11.0,4.0,3.0,0.0
1234,WUX,TT,GEMINI_SP,GG,SCOPY,CIMARRONBPSATA,8000,8,4,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0
1235,WUX,TT,GEMINI_SP,GG,PRE2,CIMARRONBPSATA,8000,8,4,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
1236,WUX,TT,GEMINI_SP,GG,CAL2,CIMARRONBPSATA,8000,8,4,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5
1237,WUX,TT,GEMINI_SP,GG,FNC2,CIMARRONBPSATA,8000,8,4,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
1238,WUX,TT,GEMINI_SP,GG,SPSC2,CIMARRONBPSATA,8000,8,4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1239,WUX,TT,SPIO,GG,CRT2,CIMARRONBPSATA,8000,8,4,17.282,15.288,11.519,12.072,14.107,12.759,14.875,12.454,10.739,11.107,11.335,12.629,15.512
1240,WUX,TT,SPIO,GG,FIN2,CIMARRONBPSATA,8000,8,4,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
1241,WUX,TT,SPIO,GG,MQM2,CIMARRONBPSATA,8000,8,4,0.0,0.0,4.0,3.0,0.0,3.0,0.0,3.0,4.0,11.0,4.0,3.0,0.0
182,WUX,TT,GEMINI_SP,GG,SCOPY,CIMARRONBPSATA,8000,10,5,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
183,WUX,TT,GEMINI_SP,GG,PRE2,CIMARRONBPSATA,8000,10,5,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
184,WUX,TT,GEMINI_SP,GG,CAL2,CIMARRONBPSATA,8000,10,5,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
185,WUX,TT,GEMINI_SP,GG,FNC2,CIMARRONBPSATA,8000,10,5,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0
186,WUX,TT,GEMINI_SP,GG,SPSC2,CIMARRONBPSATA,8000,10,5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
187,WUX,TT,SPIO,GG,CRT2,CIMARRONBPSATA,8000,10,5,23.776,36.111,33.296,17.683,23.299,21.397,23.464,22.84,19.672,18.204,32.353,13.964,24.174
188,WUX,TT,SPIO,GG,FIN2,CIMARRONBPSATA,8000,10,5,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
189,WUX,TT,SPIO,GG,MQM2,CIMARRONBPSATA,8000,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,WUX,TT,GEMINI_SP,GG,SCOPY,CIMARRONBPSATA,10000,10,5,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
191,WUX,TT,GEMINI_SP,GG,PRE2,CIMARRONBPSATA,10000,10,5,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
192,WUX,TT,GEMINI_SP,GG,CAL2,CIMARRONBPSATA,10000,10,5,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
193,WUX,TT,GEMINI_SP,GG,FNC2,CIMARRONBPSATA,10000,10,5,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0
194,WUX,TT,GEMINI_SP,GG,SPSC2,CIMARRONBPSATA,10000,10,5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
195,WUX,TT,SPIO,GG,CRT2,CIMARRONBPSATA,10000,10,5,23.776,36.111,33.296,17.683,23.299,21.397,23.464,22.84,19.672,18.204,32.353,13.964,24.174
196,WUX,TT,SPIO,GG,FIN2,CIMARRONBPSATA,10000,10,5,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
197,WUX,TT,SPIO,GG,MQM2,CIMARRONBPSATA,10000,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,WUX,YD,GEMINI_IO,GG,SCOPY,CIMARRONBPSATA,1000,2,2,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
199,WUX,YD,GEMINI_IO,GG,PRE2,CIMARRONBPSATA,1000,2,2,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
200,WUX,YD,GEMINI_IO,GG,CAL2,CIMARRONBPSATA,1000,2,2,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962
201,WUX,YD,GEMINI_IO,GG,FNC2,CIMARRONBPSATA,1000,2,2,0.9776,0.9776,0.9776,0.9776,0.9776,0.9776,0.9776,0.9776,0.9776,0.9776,0.9776,0.9776,0.9776
202,WUX,YD,GEMINI_IO,GG,CRT2,CIMARRONBPSATA,1000,2,2,1.020696005613025,1.020696005613025,1.020696005613025,1.020696005613025,1.020696005613025,1.020696005613025,1.020696005613025,1.020696005613025,1.020696005613025,1.020696005613025,1.020696005613025,1.020696005613025,1.020696005613025
203,WUX,YD,GEMINI_IO,GG,FIN2,CIMARRONBPSATA,1000,2,2,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985
204,WUX,YD,GEMINI_IO,GG,SCOPY,CIMARRONBPSATA,2000,3,2,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
205,WUX,YD,GEMINI_IO,GG,PRE2,CIMARRONBPSATA,2000,3,2,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
206,WUX,YD,GEMINI_IO,GG,CAL2,CIMARRONBPSATA,2000,3,2,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962
207,WUX,YD,GEMINI_IO,GG,FNC2,CIMARRONBPSATA,2000,3,2,0.9776,0.9776,0.9776,0.9776,0.9776,0.9776,0.9776,0.9776,0.9776,0.9776,0.9776,0.9776,0.9776
208,WUX,YD,GEMINI_IO,GG,CRT2,CIMARRONBPSATA,2000,3,2,1.020696005613025,1.020696005613025,1.020696005613025,1.020696005613025,1.020696005613025,1.020696005613025,1.020696005613025,1.020696005613025,1.020696005613025,1.020696005613025,1.020696005613025,1.020696005613025,1.020696005613025
209,WUX,YD,GEMINI_IO,GG,FIN2,CIMARRONBPSATA,2000,3,2,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985
210,WUX,YD,GEMINI_IO,GG,SCOPY,CIMARRONBPSATA,4000,4,2,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
211,WUX,YD,GEMINI_IO,GG,PRE2,CIMARRONBPSATA,4000,4,2,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
212,WUX,YD,GEMINI_IO,GG,CAL2,CIMARRONBPSATA,4000,4,2,0.974,0.974,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971
213,WUX,YD,GEMINI_IO,GG,FNC2,CIMARRONBPSATA,4000,4,2,0.972,0.972,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968
214,WUX,YD,GEMINI_IO,GG,CRT2,CIMARRONBPSATA,4000,4,2,0.9969813771202656,0.9969813771202656,1.003172296081823,1.003172296081823,1.003172296081823,1.003172296081823,1.003172296081823,1.003172296081823,1.003172296081823,1.003172296081823,1.003172296081823,1.003172296081823,1.003172296081823
215,WUX,YD,GEMINI_IO,GG,FIN2,CIMARRONBPSATA,4000,4,2,0.983,0.983,0.983,0.983,0.983,0.983,0.983,0.983,0.983,0.983,0.983,0.983,0.983
216,WUX,YD,GEMINI_IO,GG,SCOPY,CIMARRONBPSATA,4000,5,3,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974
217,WUX,YD,GEMINI_IO,GG,PRE2,CIMARRONBPSATA,4000,5,3,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
218,WUX,YD,GEMINI_IO,GG,CAL2,CIMARRONBPSATA,4000,5,3,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974
219,WUX,YD,GEMINI_IO,GG,FNC2,CIMARRONBPSATA,4000,5,3,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
220,WUX,YD,GEMINI_IO,GG,CRT2,CIMARRONBPSATA,4000,5,3,0.9960408209665296,0.9960408209665296,0.9960408209665296,0.9960408209665296,0.9960408209665296,0.9960408209665296,0.9960408209665296,0.9960408209665296,0.9960408209665296,0.9960408209665296,0.9960408209665296,0.9960408209665296,0.9960408209665296
221,WUX,YD,GEMINI_IO,GG,FIN2,CIMARRONBPSATA,4000,5,3,0.9808,0.9808,0.9808,0.9808,0.9808,0.9808,0.9808,0.9808,0.9808,0.9808,0.9808,0.9808,0.9808
222,WUX,YD,GEMINI_IO,GG,SCOPY,CIMARRONBPSATA,4000,6,3,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974
223,WUX,YD,GEMINI_IO,GG,PRE2,CIMARRONBPSATA,4000,6,3,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968
224,WUX,YD,GEMINI_IO,GG,CAL2,CIMARRONBPSATA,4000,6,3,0.9452,0.9452,0.9452,0.9452,0.9452,0.9452,0.9452,0.9452,0.9452,0.9452,0.9452,0.9452,0.9452
225,WUX,YD,GEMINI_IO,GG,FNC2,CIMARRONBPSATA,4000,6,3,0.9428,0.9428,0.9428,0.9428,0.9428,0.9428,0.9428,0.9428,0.9428,0.9428,0.9428,0.9428,0.9428
226,WUX,YD,GEMINI_IO,GG,CRT2,CIMARRONBPSATA,4000,6,3,1.066049830762421,1.066049830762421,1.066049830762421,1.066049830762421,1.066049830762421,1.066049830762421,1.066049830762421,1.066049830762421,1.066049830762421,1.066049830762421,1.066049830762421,1.066049830762421,1.066049830762421
227,WUX,YD,GEMINI_IO,GG,FIN2,CIMARRONBPSATA,4000,6,3,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
228,WUX,YD,GEMINI_IO,GG,SCOPY,CIMARRONBPSATA,6000,6,3,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974
229,WUX,YD,GEMINI_IO,GG,PRE2,CIMARRONBPSATA,6000,6,3,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968
230,WUX,YD,GEMINI_IO,GG,CAL2,CIMARRONBPSATA,6000,6,3,0.9452,0.9452,0.9452,0.9452,0.9452,0.9452,0.9452,0.9452,0.9452,0.9452,0.9452,0.9452,0.9452
231,WUX,YD,GEMINI_IO,GG,FNC2,CIMARRONBPSATA,6000,6,3,0.9428000000000001,0.9428000000000001,0.9428000000000001,0.9428000000000001,0.9428000000000001,0.9428000000000001,0.9428000000000001,0.9428000000000001,0.9428000000000001,0.9428000000000001,0.9428000000000001,0.9428000000000001,0.9428000000000001
232,WUX,YD,GEMINI_IO,GG,CRT2,CIMARRONBPSATA,6000,6,3,1.066049830762421,1.066049830762421,1.066049830762421,1.066049830762421,1.066049830762421,1.066049830762421,1.066049830762421,1.066049830762421,1.066049830762421,1.066049830762421,1.066049830762421,1.066049830762421,1.066049830762421
233,WUX,YD,GEMINI_IO,GG,FIN2,CIMARRONBPSATA,6000,6,3,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
234,WUX,YD,GEMINI_IO,GG,SCOPY,CIMARRONBPSATA,6000,8,4,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974
235,WUX,YD,GEMINI_IO,GG,PRE2,CIMARRONBPSATA,6000,8,4,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974
236,WUX,YD,GEMINI_IO,GG,CAL2,CIMARRONBPSATA,6000,8,4,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962
237,WUX,YD,GEMINI_IO,GG,FNC2,CIMARRONBPSATA,6000,8,4,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956
238,WUX,YD,GEMINI_IO,GG,CRT2,CIMARRONBPSATA,6000,8,4,1.011032677090633,1.011032677090633,1.011032677090633,1.011032677090633,1.011032677090633,1.011032677090633,1.011032677090633,1.011032677090633,1.011032677090633,1.011032677090633,1.011032677090633,1.011032677090633,1.011032677090633
239,WUX,YD,GEMINI_IO,GG,FIN2,CIMARRONBPSATA,6000,8,4,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
240,WUX,YD,GEMINI_IO,GG,SCOPY,CIMARRONBPSATA,8000,8,4,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974
241,WUX,YD,GEMINI_IO,GG,PRE2,CIMARRONBPSATA,8000,8,4,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974
242,WUX,YD,GEMINI_IO,GG,CAL2,CIMARRONBPSATA,8000,8,4,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962
243,WUX,YD,GEMINI_IO,GG,FNC2,CIMARRONBPSATA,8000,8,4,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956
244,WUX,YD,GEMINI_IO,GG,CRT2,CIMARRONBPSATA,8000,8,4,1.011032677090633,1.011032677090633,1.011032677090633,1.011032677090633,1.011032677090633,1.011032677090633,1.011032677090633,1.011032677090633,1.011032677090633,1.011032677090633,1.011032677090633,1.011032677090633,1.011032677090633
245,WUX,YD,GEMINI_IO,GG,FIN2,CIMARRONBPSATA,8000,8,4,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
