,LOC,MEAS,EQPT,TEST_FLOW,IND_STEP,DPN,CAP,HEADS,DISCS,2025_FW1,2025_FW2,2025_FW3,2025_FW4,2025_FW5,2025_FW6,2025_FW7,2025_FW8,2025_FW9,2025_FW10,2025_FW11,2025_FW12,2025_FW13
246,WUX,YD,GEMINI_IO,GG,SCOPY,CIMARRONBPSATA,8000,10,5,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
247,WUX,YD,GEMINI_IO,GG,PRE2,CIMARRONBPSATA,8000,10,5,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974
248,WUX,YD,GEMINI_IO,GG,CAL2,CIMARRONBPSATA,8000,10,5,0.962,0.962,0.962,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968
249,WUX,YD,GEMINI_IO,GG,FNC2,CIMARRONBPSATA,8000,10,5,0.932,0.932,0.932,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
250,WUX,YD,GEMINI_IO,GG,CRT2,CIMARRONBPSATA,8000,10,5,1.029462493689163,1.029462493689163,1.029462493689163,1.003094447090092,1.003094447090092,1.003094447090092,1.003094447090092,1.003094447090092,1.003094447090092,1.003094447090092,1.003094447090092,1.003094447090092,1.003094447090092
251,WUX,YD,GEMINI_IO,GG,FIN2,CIMARRONBPSATA,8000,10,5,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
252,WUX,YD,GEMINI_IO,GG,SCOPY,CIMARRONBPSATA,10000,10,5,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
253,WUX,YD,GEMINI_IO,GG,PRE2,CIMARRONBPSATA,10000,10,5,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974
254,WUX,YD,GEMINI_IO,GG,CAL2,CIMARRONBPSATA,10000,10,5,0.962,0.962,0.962,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968
255,WUX,YD,GEMINI_IO,GG,FNC2,CIMARRONBPSATA,10000,10,5,0.932,0.932,0.932,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
256,WUX,YD,GEMINI_IO,GG,CRT2,CIMARRONBPSATA,10000,10,5,1.029462493689163,1.029462493689163,1.029462493689163,1.003094447090092,1.003094447090092,1.003094447090092,1.003094447090092,1.003094447090092,1.003094447090092,1.003094447090092,1.003094447090092,1.003094447090092,1.003094447090092
257,WUX,YD,GEMINI_IO,GG,FIN2,CIMARRONBPSATA,10000,10,5,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
258,WUX,TT,GEMINI_SP,GG,SCOPY,CIMARRONSAS,4000,6,3,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
259,WUX,TT,GEMINI_SP,GG,PRE2,CIMARRONSAS,4000,6,3,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
260,WUX,TT,GEMINI_SP,GG,CAL2,CIMARRONSAS,4000,6,3,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
261,WUX,TT,GEMINI_SP,GG,FNC2,CIMARRONSAS,4000,6,3,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
262,WUX,TT,GEMINI_IO,GG,CRT2,CIMARRONSAS,4000,6,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
263,WUX,TT,GEMINI_IO,GG,FIN2,CIMARRONSAS,4000,6,3,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
264,WUX,TT,GEMINI_IO,GG,MQM,CIMARRONSAS,4000,6,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
265,WUX,YD,GEMINI_SP,GG,SCOPY,CIMARRONSAS,4000,6,3,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
266,WUX,YD,GEMINI_SP,GG,PRE2,CIMARRONSAS,4000,6,3,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
267,WUX,YD,GEMINI_SP,GG,CAL2,CIMARRONSAS,4000,6,3,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961
268,WUX,YD,GEMINI_SP,GG,FNC2,CIMARRONSAS,4000,6,3,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
269,WUX,YD,GEMINI_IO,GG,CRT2,CIMARRONSAS,4000,6,3,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
270,WUX,YD,GEMINI_IO,GG,FIN2,CIMARRONSAS,4000,6,3,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
271,WUX,TT,GEMINI_SP,GG,SCOPY,CIMARRONSATA,4000,6,3,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
272,WUX,TT,GEMINI_SP,GG,PRE2,CIMARRONSATA,4000,6,3,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
273,WUX,TT,GEMINI_SP,GG,CAL2,CIMARRONSATA,4000,6,3,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
274,WUX,TT,GEMINI_SP,GG,FNC2,CIMARRONSATA,4000,6,3,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
275,WUX,TT,GEMINI_IO,GG,CRT2,CIMARRONSATA,4000,6,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
276,WUX,TT,GEMINI_IO,GG,FIN2,CIMARRONSATA,4000,6,3,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
277,WUX,TT,GEMINI_IO,GG,MQM,CIMARRONSATA,4000,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,WUX,YD,GEMINI_SP,GG,SCOPY,CIMARRONSATA,4000,6,3,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
279,WUX,YD,GEMINI_SP,GG,PRE2,CIMARRONSATA,4000,6,3,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
280,WUX,YD,GEMINI_SP,GG,CAL2,CIMARRONSATA,4000,6,3,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985
281,WUX,YD,GEMINI_SP,GG,FNC2,CIMARRONSATA,4000,6,3,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
282,WUX,YD,GEMINI_IO,GG,CRT2,CIMARRONSATA,4000,6,3,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
283,WUX,YD,GEMINI_IO,GG,FIN2,CIMARRONSATA,4000,6,3,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
284,WUX,TT,GEMINI_SP,GG,SCOPY,CimarronBPSATA/SAS,2000,3,2,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
285,WUX,TT,GEMINI_SP,GG,PRE2,CimarronBPSATA/SAS,2000,3,2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
286,WUX,TT,GEMINI_SP,GG,CAL2,CimarronBPSATA/SAS,2000,3,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
287,WUX,TT,GEMINI_SP,GG,FNC2,CimarronBPSATA/SAS,2000,3,2,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
288,WUX,TT,GEMINI_SP,GG,SPSC2,CimarronBPSATA/SAS,2000,3,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
289,WUX,TT,SPIO,GG,CRT2,CimarronBPSATA/SAS,2000,3,2,7.496,11.731,12.0,6.9944,6.8229,8.0076,8.908,8.1767,8.5827,7.9793,9.3077,5.3931,6.4957
290,WUX,TT,SPIO,GG,FIN2,CimarronBPSATA/SAS,2000,3,2,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
291,WUX,TT,SPIO,GG,MQM2,CimarronBPSATA/SAS,2000,3,2,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39
292,WUX,TT,GEMINI_SP,GG,SCOPY,CimarronBPSATA/SAS,4000,4,2,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
293,WUX,TT,GEMINI_SP,GG,PRE2,CimarronBPSATA/SAS,4000,4,2,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
294,WUX,TT,GEMINI_SP,GG,CAL2,CimarronBPSATA/SAS,4000,4,2,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
295,WUX,TT,GEMINI_SP,GG,FNC2,CimarronBPSATA/SAS,4000,4,2,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
296,WUX,TT,GEMINI_SP,GG,SPSC2,CimarronBPSATA/SAS,4000,4,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
297,WUX,TT,SPIO,GG,CRT2,CimarronBPSATA/SAS,4000,4,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
298,WUX,TT,SPIO,GG,FIN2,CimarronBPSATA/SAS,4000,4,2,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
299,WUX,TT,SPIO,GG,MQM2,CimarronBPSATA/SAS,4000,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,WUX,TT,GEMINI_SP,GG,SCOPY,CimarronBPSATA/SAS,4000,5,3,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
301,WUX,TT,GEMINI_SP,GG,PRE2,CimarronBPSATA/SAS,4000,5,3,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
302,WUX,TT,GEMINI_SP,GG,CAL2,CimarronBPSATA/SAS,4000,5,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
303,WUX,TT,GEMINI_SP,GG,FNC2,CimarronBPSATA/SAS,4000,5,3,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
304,WUX,TT,GEMINI_SP,GG,SPSC2,CimarronBPSATA/SAS,4000,5,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
305,WUX,TT,SPIO,GG,CRT2,CimarronBPSATA/SAS,4000,5,3,13.0,14.0,14.0,11.0,11.0,11.0,12.0,11.0,10.0,13.0,10.0,7.0,13.0
306,WUX,TT,SPIO,GG,FIN2,CimarronBPSATA/SAS,4000,5,3,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
307,WUX,TT,SPIO,GG,MQM2,CimarronBPSATA/SAS,4000,5,3,2.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,4.0,7.0,1.0
308,WUX,TT,GEMINI_SP,GG,SCOPY,CimarronBPSATA/SAS,6000,6,3,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
309,WUX,TT,GEMINI_SP,GG,PRE2,CimarronBPSATA/SAS,6000,6,3,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
310,WUX,TT,GEMINI_SP,GG,CAL2,CimarronBPSATA/SAS,6000,6,3,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
311,WUX,TT,GEMINI_SP,GG,FNC2,CimarronBPSATA/SAS,6000,6,3,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5
312,WUX,TT,GEMINI_SP,GG,SPSC2,CimarronBPSATA/SAS,6000,6,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
313,WUX,TT,SPIO,GG,CRT2,CimarronBPSATA/SAS,6000,6,3,17.424,21.719,12.958,11.018,14.535,11.189,15.89,11.872,9.0929,9.3482,10.733,8.1413,9.8478
314,WUX,TT,SPIO,GG,FIN2,CimarronBPSATA/SAS,6000,6,3,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
315,WUX,TT,SPIO,GG,MQM2,CimarronBPSATA/SAS,6000,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
316,WUX,TT,GEMINI_SP,GG,SCOPY,CimarronBPSATA/SAS,8000,8,4,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0
317,WUX,TT,GEMINI_SP,GG,PRE2,CimarronBPSATA/SAS,8000,8,4,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
318,WUX,TT,GEMINI_SP,GG,CAL2,CimarronBPSATA/SAS,8000,8,4,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5
319,WUX,TT,GEMINI_SP,GG,FNC2,CimarronBPSATA/SAS,8000,8,4,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
320,WUX,TT,GEMINI_SP,GG,SPSC2,CimarronBPSATA/SAS,8000,8,4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
321,WUX,TT,SPIO,GG,CRT2,CimarronBPSATA/SAS,8000,8,4,17.282,15.288,11.519,12.072,14.107,12.759,14.875,12.454,10.739,11.107,11.335,12.629,15.512
322,WUX,TT,SPIO,GG,FIN2,CimarronBPSATA/SAS,8000,8,4,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
323,WUX,TT,SPIO,GG,MQM2,CimarronBPSATA/SAS,8000,8,4,0.0,0.0,4.0,3.0,0.0,3.0,0.0,3.0,4.0,11.0,4.0,3.0,0.0
324,WUX,TT,GEMINI_SP,GG,SCOPY,CimarronBPSATA/SAS,10000,10,5,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
325,WUX,TT,GEMINI_SP,GG,PRE2,CimarronBPSATA/SAS,10000,10,5,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
326,WUX,TT,GEMINI_SP,GG,CAL2,CimarronBPSATA/SAS,10000,10,5,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
327,WUX,TT,GEMINI_SP,GG,FNC2,CimarronBPSATA/SAS,10000,10,5,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0
328,WUX,TT,GEMINI_SP,GG,SPSC2,CimarronBPSATA/SAS,10000,10,5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
329,WUX,TT,SPIO,GG,CRT2,CimarronBPSATA/SAS,10000,10,5,23.776,36.111,33.296,17.683,23.299,21.397,23.464,22.84,19.672,18.204,32.353,13.964,24.174
330,WUX,TT,SPIO,GG,FIN2,CimarronBPSATA/SAS,10000,10,5,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
331,WUX,TT,SPIO,GG,MQM2,CimarronBPSATA/SAS,10000,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,WUX,TT,GEMINI_SP,GG,SCOPY,EVANSBPSAS,12000,12,7,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
333,WUX,TT,GEMINI_SP,GG,PRE2,EVANSBPSAS,12000,12,7,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1
334,WUX,TT,GEMINI_SP,GG,CAL,EVANSBPSAS,12000,12,7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
335,WUX,TT,GEMINI_SP,GG,CAL2,EVANSBPSAS,12000,12,7,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
336,WUX,TT,GEMINI_SP,GG,FNC2,EVANSBPSAS,12000,12,7,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5
337,WUX,TT,GEMINI_SP,GG,SPSC2,EVANSBPSAS,12000,12,7,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
338,WUX,TT,GEMINI_SP,GG,CRT2,EVANSBPSAS,12000,12,7,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
339,WUX,TT,GEMINI_SP,GG,SDAT2,EVANSBPSAS,12000,12,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,WUX,TT,GEMINI_SP,GG,PWT,EVANSBPSAS,12000,12,7,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
341,WUX,TT,GEMINI_SP,GG,STS,EVANSBPSAS,12000,12,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,WUX,TT,GEMINI_SP,GG,SCOPY,EVANSBPSAS,12000,14,8,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
343,WUX,TT,GEMINI_SP,GG,PRE2,EVANSBPSAS,12000,14,8,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1
344,WUX,TT,GEMINI_SP,GG,CAL,EVANSBPSAS,12000,14,8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
345,WUX,TT,GEMINI_SP,GG,CAL2,EVANSBPSAS,12000,14,8,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
346,WUX,TT,GEMINI_SP,GG,FNC2,EVANSBPSAS,12000,14,8,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5
347,WUX,TT,GEMINI_SP,GG,SPSC2,EVANSBPSAS,12000,14,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
348,WUX,TT,GEMINI_SP,GG,CRT2,EVANSBPSAS,12000,14,8,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
349,WUX,TT,GEMINI_SP,GG,SDAT2,EVANSBPSAS,12000,14,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,WUX,TT,GEMINI_SP,GG,PWT,EVANSBPSAS,12000,14,8,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
351,WUX,TT,GEMINI_SP,GG,STS,EVANSBPSAS,12000,14,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,WUX,TT,GEMINI_SP,GG,SCOPY,EVANSBPSAS,14000,14,7,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
353,WUX,TT,GEMINI_SP,GG,PRE2,EVANSBPSAS,14000,14,7,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
354,WUX,TT,GEMINI_SP,GG,CAL,EVANSBPSAS,14000,14,7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
355,WUX,TT,GEMINI_SP,GG,CAL2,EVANSBPSAS,14000,14,7,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
356,WUX,TT,GEMINI_SP,GG,FNC2,EVANSBPSAS,14000,14,7,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1
357,WUX,TT,GEMINI_SP,GG,SPSC2,EVANSBPSAS,14000,14,7,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
358,WUX,TT,GEMINI_SP,GG,CRT2,EVANSBPSAS,14000,14,7,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
359,WUX,TT,GEMINI_SP,GG,SDAT2,EVANSBPSAS,14000,14,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,WUX,TT,GEMINI_SP,GG,PWT,EVANSBPSAS,14000,14,7,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0
361,WUX,TT,GEMINI_SP,GG,STS,EVANSBPSAS,14000,14,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,WUX,TT,GEMINI_SP,GG,SCOPY,EVANSBPSAS,14000,14,8,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
363,WUX,TT,GEMINI_SP,GG,PRE2,EVANSBPSAS,14000,14,8,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
364,WUX,TT,GEMINI_SP,GG,CAL,EVANSBPSAS,14000,14,8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
365,WUX,TT,GEMINI_SP,GG,CAL2,EVANSBPSAS,14000,14,8,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
366,WUX,TT,GEMINI_SP,GG,FNC2,EVANSBPSAS,14000,14,8,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1
367,WUX,TT,GEMINI_SP,GG,SPSC2,EVANSBPSAS,14000,14,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
368,WUX,TT,GEMINI_SP,GG,CRT2,EVANSBPSAS,14000,14,8,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
369,WUX,TT,GEMINI_SP,GG,SDAT2,EVANSBPSAS,14000,14,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,WUX,TT,GEMINI_SP,GG,PWT,EVANSBPSAS,14000,14,8,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0
371,WUX,TT,GEMINI_SP,GG,STS,EVANSBPSAS,14000,14,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,WUX,TT,GEMINI_SP,GG,SCOPY,EVANSBPSAS,16000,16,8,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
373,WUX,TT,GEMINI_SP,GG,PRE2,EVANSBPSAS,16000,16,8,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7
374,WUX,TT,GEMINI_SP,GG,CAL,EVANSBPSAS,16000,16,8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
375,WUX,TT,GEMINI_SP,GG,CAL2,EVANSBPSAS,16000,16,8,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
376,WUX,TT,GEMINI_SP,GG,FNC2,EVANSBPSAS,16000,16,8,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3
377,WUX,TT,GEMINI_SP,GG,SPSC2,EVANSBPSAS,16000,16,8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
378,WUX,TT,GEMINI_SP,GG,CRT2,EVANSBPSAS,16000,16,8,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
379,WUX,TT,GEMINI_SP,GG,SDAT2,EVANSBPSAS,16000,16,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,WUX,TT,GEMINI_SP,GG,PWT,EVANSBPSAS,16000,16,8,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
381,WUX,TT,GEMINI_SP,GG,STS,EVANSBPSAS,16000,16,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,WUX,TT,GEMINI_SP,GG,SCOPY,EVANSBPSAS,16000,17,9,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
383,WUX,TT,GEMINI_SP,GG,PRE2,EVANSBPSAS,16000,17,9,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7
384,WUX,TT,GEMINI_SP,GG,CAL,EVANSBPSAS,16000,17,9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
385,WUX,TT,GEMINI_SP,GG,CAL2,EVANSBPSAS,16000,17,9,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
386,WUX,TT,GEMINI_SP,GG,FNC2,EVANSBPSAS,16000,17,9,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3
387,WUX,TT,GEMINI_SP,GG,SPSC2,EVANSBPSAS,16000,17,9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
388,WUX,TT,GEMINI_SP,GG,CRT2,EVANSBPSAS,16000,17,9,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
